genes	logFC	logCPM	PValue	FDR	symbol	entrez
ENSG00000163297.17	ENSG00000163297.17	-1.71508316830008	5.58074398272315	1.1842062606698e-97	1.11050954095239e-95	ANTXR2	118429
ENSG00000100077.15	ENSG00000100077.15	-1.66338816391218	5.31120905881254	1.47168932112884e-97	1.37343450751531e-95	GRK3	157
ENSG00000165092.13	ENSG00000165092.13	-2.45672563277492	5.20873793910301	3.13275136691781e-97	2.90954283202491e-95	ALDH1A1	216
ENSG00000103647.13	ENSG00000103647.13	-2.20522269466658	2.41860352564695	5.97209996330043e-97	5.52004914311185e-95	CORO2B	10391
ENSG00000124440.16	ENSG00000124440.16	-3.59591316756292	1.38065413854391	6.58772151051491e-97	6.0600763876251e-95	HIF3A	64344
ENSG00000189221.10	ENSG00000189221.10	-3.16477836502897	5.59257830955883	8.79892086619273e-97	8.05580821294366e-95	MAOA	4128
ENSG00000204767.4	ENSG00000204767.4	-3.59349743798235	2.2624290482003	1.31348594662307e-96	1.19688309041814e-94	INSYN2B	100131897
ENSG00000042445.14	ENSG00000042445.14	-1.49749844060059	6.93568220778675	1.71216365202874e-96	1.55284401079301e-94	RETSAT	54884
ENSG00000153823.19	ENSG00000153823.19	-2.41868246394571	3.08715341010275	1.81055615103306e-96	1.63440765073162e-94	PID1	55022
ENSG00000069431.11	ENSG00000069431.11	-2.24791816365296	3.99993829436875	5.51483656735548e-96	4.95514478177549e-94	ABCC9	10060
ENSG00000185432.12	ENSG00000185432.12	-1.68373767183313	6.51232969752355	5.60827802738393e-96	5.01577383949087e-94	METTL7A	25840
ENSG00000117650.13	ENSG00000117650.13	4.07525962292655	4.65027850902805	9.55287735715092e-96	8.50426197167933e-94	NEK2	4751
ENSG00000159433.12	ENSG00000159433.12	-2.02159133808136	3.65022920817628	1.14982456555625e-95	1.01891334667044e-93	STARD9	57519
ENSG00000011523.14	ENSG00000011523.14	-1.18833373739483	5.29069422262716	3.52278554662201e-95	3.10745073925315e-93	CEP68	23177
ENSG00000158186.13	ENSG00000158186.13	-2.11011759080212	5.633065039376	3.70735063341115e-95	3.25539088801075e-93	MRAS	22808
ENSG00000154133.15	ENSG00000154133.15	-1.75341412844574	4.47599344434971	4.16870032978251e-95	3.64393452356283e-93	ROBO4	54538
ENSG00000133392.18	ENSG00000133392.18	-2.9688399071364	6.77247829425277	4.95008415038543e-95	4.30746511788945e-93	MYH11	4629
ENSG00000138796.17	ENSG00000138796.17	-1.24016892324541	6.45938182686081	1.02321973266631e-94	8.86392771105283e-93	HADH	3033
ENSG00000144642.22	ENSG00000144642.22	-2.06691254374857	4.35725204679264	2.45143268044912e-94	2.11414180896947e-92	RBMS3	27303
ENSG00000136826.15	ENSG00000136826.15	-2.30879125109191	5.52219829272982	5.16083348929198e-94	4.411370856024e-92	KLF4	9314
ENSG00000094963.14	ENSG00000094963.14	-3.13879388326235	5.15055876101652	2.65630050254129e-93	2.25063215386371e-91	FMO2	2327
ENSG00000119771.15	ENSG00000119771.15	-2.36322468941251	2.88471814121672	3.01909332183922e-93	2.54684911752358e-91	KLHL29	114818
ENSG00000005249.13	ENSG00000005249.13	-2.32037275519662	6.32251642606502	3.71420830630583e-93	3.11961200266156e-91	PRKAR2B	5577
ENSG00000176194.18	ENSG00000176194.18	-4.46836092806718	3.29182520162872	5.82005414982583e-93	4.86717775178941e-91	CIDEA	1149
ENSG00000204136.11	ENSG00000204136.11	-2.03977829298629	3.39985240708711	1.11096183920413e-92	9.25067276282129e-91	GGTA1	2681
ENSG00000127241.18	ENSG00000127241.18	-3.3862298014981	0.587674588218386	2.2049394665883e-92	1.8281124727705e-90	MASP1	5648
ENSG00000154721.15	ENSG00000154721.15	-1.95747088054457	4.48118262808593	2.59073777987438e-92	2.13879796716296e-90	JAM2	58494
ENSG00000241684.6	ENSG00000241684.6	-2.98852133314271	0.533241986102654	3.12651265790193e-92	2.57012644788721e-90	ADAMTS9-AS2	100507098
ENSG00000157617.17	ENSG00000157617.17	-1.65392943955934	5.55920778181466	3.94487546655169e-92	3.22911458740871e-90	C2CD2	25966
ENSG00000009950.16	ENSG00000009950.16	-3.13168153954394	2.54301270227015	8.04905344714761e-92	6.5608276156961e-90	MLXIPL	51085
ENSG00000138722.10	ENSG00000138722.10	-3.24125549252421	3.6849320194311	1.33877216911681e-91	1.08665549424364e-89	MMRN1	22915
ENSG00000170153.11	ENSG00000170153.11	-2.5919870378599	4.19586758965159	1.4336446936406e-91	1.15879281137026e-89	RNF150	57484
ENSG00000105609.17	ENSG00000105609.17	-2.7298164436712	2.54175187228994	2.05332405314659e-91	1.65275475244525e-89	LILRB5	10990
ENSG00000101049.17	ENSG00000101049.17	-2.7793290961143	1.1461784641121	2.57528510687358e-91	2.06428870102007e-89	SGK2	10110
ENSG00000065534.19	ENSG00000065534.19	-2.28652090903198	7.29704689807578	2.8771080950737e-91	2.29669314796007e-89	MYLK	4638
ENSG00000126218.12	ENSG00000126218.12	-2.41349158331841	1.51781717031374	4.12700133578525e-91	3.26743491002867e-89	F10	2159
ENSG00000025423.11	ENSG00000025423.11	3.09449980708155	2.39815161984059	6.42898693839466e-91	5.06919059901666e-89	HSD17B6	8630
ENSG00000169291.10	ENSG00000169291.10	-2.00878644345148	3.41282279415242	1.0485986093066e-90	8.23448290023776e-89	SHE	126669
ENSG00000024422.12	ENSG00000024422.12	-1.73248058673496	7.02994575174134	2.36677971472152e-90	1.85107087161904e-88	EHD2	30846
ENSG00000163827.13	ENSG00000163827.13	-2.68203408393109	0.352815136924414	9.6886843723725e-90	7.54701631876984e-88	LRRC2	79442
ENSG00000117594.10	ENSG00000117594.10	-2.73181667814844	2.17265800671979	2.43588968961658e-89	1.88981996080373e-87	HSD11B1	3290
ENSG00000185818.8	ENSG00000185818.8	-2.92164852749787	4.02808288453092	4.15001395681317e-89	3.20679878470867e-87	NAT8L	339983
ENSG00000177119.16	ENSG00000177119.16	-1.44155156761659	6.96373620394228	6.0596553531978e-89	4.6637618371743e-87	ANO6	196527
ENSG00000146966.13	ENSG00000146966.13	-2.06797465568959	2.7818803105553	1.32522745332652e-88	1.01590253743499e-86	DENND2A	27147
ENSG00000134121.10	ENSG00000134121.10	-2.96003671701496	3.84541084152293	2.76627065773754e-88	2.11220618838631e-86	CHL1	10752
ENSG00000170275.15	ENSG00000170275.15	-1.04955914846706	7.54594460353133	2.78877801013518e-88	2.1210084094406e-86	CRTAP	10491
ENSG00000137960.6	ENSG00000137960.6	-2.50926071117998	1.59418340948591	4.07244319566039e-88	3.08515520210853e-86	GIPC2	54810
ENSG00000120279.6	ENSG00000120279.6	-1.85138022042965	3.66891826024528	6.88008251356475e-88	5.19177476550952e-86	MYCT1	80177
ENSG00000072163.20	ENSG00000072163.20	-1.84185078738901	4.67955321086687	6.97990937341466e-88	5.24661047765076e-86	LIMS2	55679
ENSG00000145362.20	ENSG00000145362.20	-2.21895170778834	4.37815343216563	8.54594123904538e-88	6.39885631224336e-86	ANK2	287
ENSG00000124785.9	ENSG00000124785.9	-2.12151538807324	4.17940469151257	1.81683848185996e-87	1.35512300357416e-85	NRN1	51299
ENSG00000230838.1	ENSG00000230838.1	5.53977442394203	2.43764346838105	1.98067134166173e-87	1.47163880685466e-85	LINC01614	105373869
ENSG00000203727.4	ENSG00000203727.4	-2.89805654370508	3.25104616415474	2.26508622248981e-87	1.67651094429342e-85	SAMD5	389432
ENSG00000186469.8	ENSG00000186469.8	-1.88411979660326	4.41939484063764	4.15368559113645e-87	3.06262970418222e-85	GNG2	54331
ENSG00000137713.16	ENSG00000137713.16	-1.39478558026104	5.3824744097052	4.2710513705865e-87	3.13719278999962e-85	PPP2R1B	5519
ENSG00000262179.3	ENSG00000262179.3	-2.98975496946657	-0.253212148249269	5.25933400688293e-87	3.84847781609713e-85	MYMX	101929726
ENSG00000197894.11	ENSG00000197894.11	-0.893176836792178	6.77695889292243	6.12295297724835e-87	4.46351719299938e-85	ADH5	128
ENSG00000154240.17	ENSG00000154240.17	-1.67391891079983	2.84360342147801	1.20636639194811e-86	8.76112254122316e-85	CEP112	201134
ENSG00000119138.4	ENSG00000119138.4	-1.63623911888295	6.01173940458167	5.15432647006132e-86	3.72926137635373e-84	KLF9	687
ENSG00000198885.10	ENSG00000198885.10	-2.3599765091718	1.84607759774205	1.00426253208607e-85	7.23893417717858e-84	ITPRIPL1	150771
ENSG00000053438.11	ENSG00000053438.11	-3.05969861305579	1.76146955234547	1.59971277014562e-85	1.14881975069417e-83	NNAT	4826
ENSG00000158966.16	ENSG00000158966.16	-2.06275260451483	4.36941885252965	2.25536155214994e-85	1.61366942460861e-83	CACHD1	57685
ENSG00000108924.14	ENSG00000108924.14	-2.80004209516331	3.82692990628502	2.59096440213944e-85	1.84694650629261e-83	HLF	3131
ENSG00000053254.16	ENSG00000053254.16	-1.55332343602947	5.79084699261697	2.7780629493761e-85	1.97303750206057e-83	FOXN3	1112
ENSG00000113580.15	ENSG00000113580.15	-1.6321153672575	6.2073627054587	5.73691205898437e-85	4.05954824745275e-83	NR3C1	2908
ENSG00000177469.13	ENSG00000177469.13	-1.71438838956318	8.41050126568591	6.15306429954565e-85	4.33813489557018e-83	CAVIN1	284119
ENSG00000127564.17	ENSG00000127564.17	4.0412261995076	4.0743581538198	6.56085678902567e-85	4.60882296183265e-83	PKMYT1	9088
ENSG00000090889.12	ENSG00000090889.12	3.68801353682793	4.70569317382014	9.02724146134847e-85	6.31841487501195e-83	KIF4A	24137
ENSG00000111275.13	ENSG00000111275.13	-2.05511591801846	6.74672834894418	1.21908030182077e-84	8.5018748269219e-83	ALDH2	217
ENSG00000076067.13	ENSG00000076067.13	-1.14397676962395	5.51745487307467	1.53172264892112e-84	1.06438194718914e-82	RBMS2	5939
ENSG00000169764.16	ENSG00000169764.16	-1.19966888510013	7.13381187508792	2.88639685806068e-84	1.9985453227246e-82	UGP2	7360
ENSG00000107104.20	ENSG00000107104.20	-1.77350938295386	5.7416964865858	3.95717375188966e-84	2.73016723353587e-82	KANK1	23189
ENSG00000197702.14	ENSG00000197702.14	-1.17168879901663	7.22732491459674	8.42632174933042e-84	5.79287130083862e-82	PARVA	55742
ENSG00000119865.9	ENSG00000119865.9	-1.68288782045534	3.49637342816995	9.06509358751704e-84	6.20991056466859e-82	CNRIP1	25927
ENSG00000157404.16	ENSG00000157404.16	-2.99402722257414	6.16546877081362	1.35337365848322e-83	9.23832944684768e-82	KIT	3815
ENSG00000203805.11	ENSG00000203805.11	5.14718727584501	3.11075646195153	1.53023069284048e-83	1.04088015930607e-81	PLPP4	196051
ENSG00000110799.14	ENSG00000110799.14	-1.90025504433828	7.93081120354859	1.77433629834407e-83	1.2026887232074e-81	VWF	7450
ENSG00000007314.12	ENSG00000007314.12	-2.86213416957827	2.02787691683396	2.79217386926812e-83	1.87941515005302e-81	SCN4A	6329
ENSG00000177098.9	ENSG00000177098.9	-2.32186969434215	3.78174664355717	4.32880787997581e-83	2.90360800782544e-81	SCN4B	6330
ENSG00000205038.12	ENSG00000205038.12	-3.03534977814965	1.04129369167712	7.29257139937681e-83	4.87466762260073e-81	PKHD1L1	93035
ENSG00000105011.9	ENSG00000105011.9	2.96909419267691	4.71902891801148	1.16016636853197e-82	7.72830824389676e-81	ASF1B	55723
ENSG00000128918.15	ENSG00000128918.15	-2.67481209758946	2.17297775539463	1.35148207803551e-82	8.97179752009963e-81	ALDH1A2	8854
ENSG00000165795.23	ENSG00000165795.23	-2.20732833902249	6.89507812524999	1.7022027521295e-82	1.12613536868622e-80	NDRG2	57447
ENSG00000182253.15	ENSG00000182253.15	-2.96449098511646	6.5635718612869	4.53999240961298e-82	2.9932960194165e-80	SYNM	23336
ENSG00000115459.18	ENSG00000115459.18	-1.22868862843576	4.79034345592997	5.89980938770854e-82	3.87661625005965e-80	ELMOD3	84173
ENSG00000135678.12	ENSG00000135678.12	-2.03417354859558	5.34340403194524	7.54550456181647e-82	4.94115447881934e-80	CPM	1368
ENSG00000135144.7	ENSG00000135144.7	-2.14412704401718	3.07516243650074	8.27291658315515e-82	5.39919603220916e-80	DTX1	1840
ENSG00000109794.13	ENSG00000109794.13	-1.99662248765417	2.1270720214052	9.76850998642413e-82	6.35380726995762e-80	FAM149A	25854
ENSG00000206384.10	ENSG00000206384.10	-2.96973300158786	2.46115923218078	1.33675218750851e-81	8.66556334170786e-80	COL6A6	131873
ENSG00000165152.9	ENSG00000165152.9	-2.05590469290803	1.79781106435344	1.81532689118722e-81	1.17285902621922e-79	PGAP4	84302
ENSG00000122547.11	ENSG00000122547.11	-1.53932433024421	3.79591502135602	2.04999167606059e-81	1.32005797327128e-79	EEPD1	80820
ENSG00000168917.9	ENSG00000168917.9	-1.84632418541339	2.09492416802384	2.05922504669772e-81	1.321598320668e-79	SLC35G2	80723
ENSG00000177666.17	ENSG00000177666.17	-1.64016338911832	6.80465589322913	2.34594104964742e-81	1.50062547010228e-79	PNPLA2	57104
ENSG00000196715.7	ENSG00000196715.7	-1.11224957160789	6.53202282635445	2.39259080288834e-81	1.52541482277878e-79	VKORC1L1	154807
ENSG00000187134.14	ENSG00000187134.14	-3.24810951785996	4.22237904800727	2.41009043853276e-81	1.53151733853868e-79	AKR1C1	1645
ENSG00000171992.13	ENSG00000171992.13	-1.61946324007876	6.67886738605983	7.42801733262728e-81	4.7047356993998e-79	SYNPO	11346
ENSG00000182118.8	ENSG00000182118.8	-2.34996835196837	2.90889170481355	7.53354453860093e-81	4.75598082995728e-79	FAM89A	375061
ENSG00000162616.9	ENSG00000162616.9	-1.38813935734552	4.53183228561535	8.17555351037981e-81	5.14447370402336e-79	DNAJB4	11080
ENSG00000232079.7	ENSG00000232079.7	-3.70344962449843	-0.214596550928053	8.64726524795192e-81	5.42363214480309e-79	LINC01697	284825
ENSG00000077152.11	ENSG00000077152.11	3.14549800730799	4.50903424170169	1.3338636303906e-80	8.31212181028568e-79	UBE2T	29089
ENSG00000072657.9	ENSG00000072657.9	-3.63624970119903	0.143091711731994	1.37603452948465e-80	8.5473424567796e-79	TRHDE	29953
ENSG00000276043.5	ENSG00000276043.5	3.31238591254549	4.38181377770555	4.35191645590624e-80	2.69456160561528e-78	UHRF1	29128
ENSG00000153902.14	ENSG00000153902.14	-2.06824833744853	2.07048245665393	4.39035776818519e-80	2.70967831839621e-78	LGI4	163175
ENSG00000173269.14	ENSG00000173269.14	-1.75683470549691	5.54960228164623	8.43722311614253e-80	5.19077312603954e-78	MMRN2	79812
ENSG00000136160.17	ENSG00000136160.17	-2.09888653279443	3.97983259395921	1.9798962992019e-79	1.21421068914229e-77	EDNRB	1910
ENSG00000129680.16	ENSG00000129680.16	-1.84171104571099	3.58163755201871	2.28692707398788e-79	1.39806510174993e-77	MAP7D3	79649
ENSG00000154188.10	ENSG00000154188.10	-2.58809072164074	2.92070837875648	2.4465558441344e-79	1.49093267498386e-77	ANGPT1	284
ENSG00000154678.18	ENSG00000154678.18	-2.75617560161247	2.84502162450624	2.77208632791517e-79	1.68399885794545e-77	PDE1C	5137
ENSG00000113578.18	ENSG00000113578.18	-2.03902176790575	4.30108799367473	3.17643279698692e-79	1.92358397404995e-77	FGF1	2246
ENSG00000198478.8	ENSG00000198478.8	-1.92417470476937	4.65851802529739	3.4633544657602e-79	2.09078379904861e-77	SH3BGRL2	83699
ENSG00000134531.10	ENSG00000134531.10	-1.78152917461037	7.87632311909797	3.75506584779445e-79	2.25982436285649e-77	EMP1	2012
ENSG00000151623.15	ENSG00000151623.15	-2.1563304053593	3.40587917454899	4.42765550114098e-79	2.65631829102613e-77	NR3C2	4306
ENSG00000135604.10	ENSG00000135604.10	-1.94248907792394	2.9472761464725	7.8749680274055e-79	4.70986477874364e-77	STX11	8676
ENSG00000224940.9	ENSG00000224940.9	-3.11678516537863	0.803616999317462	8.13335254943271e-79	4.84938594289941e-77	PRRT4	401399
ENSG00000188215.10	ENSG00000188215.10	-1.13985349269823	4.17903764078614	9.19007433822185e-79	5.46258018663907e-77	DCUN1D3	123879
ENSG00000166803.14	ENSG00000166803.14	3.19866725129748	2.75310645896197	1.19880666226275e-78	7.10384880416927e-77	PCLAF	9768
ENSG00000068976.14	ENSG00000068976.14	-2.59913199199838	1.15490453854741	1.79722828762111e-78	1.06173871743928e-76	PYGM	5837
ENSG00000152253.9	ENSG00000152253.9	2.69069959613292	2.86666995458205	1.9707797794404e-78	1.16071718839115e-76	SPC25	57405
ENSG00000164946.20	ENSG00000164946.20	-2.72290379002722	2.69144333263582	3.61441825208334e-78	2.12228972017465e-76	FREM1	158326
ENSG00000184601.11	ENSG00000184601.11	-4.31116254995038	0.579729160035986	4.03384231047188e-78	2.36138684102109e-76	C14orf180	400258
ENSG00000130032.17	ENSG00000130032.17	-2.87251719600012	0.999178840140421	5.13411015526617e-78	2.99639697823057e-76	PRRG3	79057
ENSG00000115504.15	ENSG00000115504.15	-1.29137139532661	5.19424566437441	5.86074172986444e-78	3.41017496197353e-76	EHBP1	23301
ENSG00000184500.16	ENSG00000184500.16	-1.89953622639072	4.92088773717776	9.29069120755255e-78	5.38971689932433e-76	PROS1	5627
ENSG00000132561.14	ENSG00000132561.14	-2.47808886782606	5.73226483066713	1.7704077431046e-77	1.02397415512858e-75	MATN2	4147
ENSG00000125355.16	ENSG00000125355.16	-2.17074667013874	2.02156036371046	2.06275135731377e-77	1.18949942449515e-75	TMEM255A	55026
ENSG00000183856.11	ENSG00000183856.11	3.60916848141387	5.28894890260255	2.12996704297639e-77	1.22460426595886e-75	IQGAP3	128239
ENSG00000075702.18	ENSG00000075702.18	2.94630509032617	3.77211126424175	2.19432176360179e-77	1.25786076644687e-75	WDR62	284403
ENSG00000133116.8	ENSG00000133116.8	-2.3689743524542	1.65109760764732	5.26385023267043e-77	3.00849286374933e-75	KL	9365
ENSG00000186594.14	ENSG00000186594.14	-1.44126705478073	3.82176708832516	7.44387706012029e-77	4.24191200729805e-75	MIR22HG	84981
ENSG00000092607.15	ENSG00000092607.15	-1.96147954165445	3.25442646832003	1.01154904472004e-76	5.74738366055933e-75	TBX15	6913
ENSG00000108799.13	ENSG00000108799.13	-1.2059896343009	5.50501141141613	1.42126083249362e-76	8.05158849328793e-75	EZH1	2145
ENSG00000104415.14	ENSG00000104415.14	3.65182539242565	5.09562422096014	1.94037651841421e-76	1.09602905212648e-74	CCN4	8840
ENSG00000240583.13	ENSG00000240583.13	-1.94420808412928	7.30614565945043	2.17947049953654e-76	1.22749303527833e-74	AQP1	358
ENSG00000154856.13	ENSG00000154856.13	-2.10899767697103	4.95975898162118	2.26109670100699e-76	1.26976354854805e-74	APCDD1	147495
ENSG00000158402.20	ENSG00000158402.20	3.23556872827711	2.54844928202201	2.74370558563567e-76	1.53631607255971e-74	CDC25C	995
ENSG00000102802.10	ENSG00000102802.10	-2.3401664350458	3.67409276399519	4.16869535762144e-76	2.32748141383038e-74	MEDAG	84935
ENSG00000171115.4	ENSG00000171115.4	-1.77330784895451	4.19963187280584	4.91795279145525e-76	2.73789660015368e-74	GIMAP8	155038
ENSG00000174899.12	ENSG00000174899.12	-2.67556281547451	0.938296795055392	5.97044640846616e-76	3.31428401490659e-74	SLC66A1L	152078
ENSG00000074416.14	ENSG00000074416.14	-1.98287747288542	6.82681098128043	6.46942705573461e-76	3.58098544019144e-74	MGLL	11343
ENSG00000175063.17	ENSG00000175063.17	4.0552870880834	5.2338013025547	6.6743004577277e-76	3.68383246406811e-74	UBE2C	11065
ENSG00000259916.1	ENSG00000259916.1	-4.20544510310446	-1.32420306252401	1.0642524149454e-75	5.85732995781063e-74	AQP7B	100509620
ENSG00000155970.12	ENSG00000155970.12	-2.07915759816657	1.47107129048452	1.24575012659878e-75	6.83676163228272e-74	MICU3	286097
ENSG00000136732.16	ENSG00000136732.16	-1.72804218514858	4.72219229875406	1.418551083936e-75	7.76305094602709e-74	GYPC	2995
ENSG00000102010.15	ENSG00000102010.15	-2.50894540229426	1.10360617288375	1.51503633566816e-75	8.26764743854166e-74	BMX	660
ENSG00000099204.20	ENSG00000099204.20	-1.52246010265007	7.17133227563475	1.59684262344151e-75	8.68952276046286e-74	ABLIM1	3983
ENSG00000046889.19	ENSG00000046889.19	-2.15453514149593	3.77558354783156	2.57499112783871e-75	1.39729434290978e-73	PREX2	80243
ENSG00000042286.15	ENSG00000042286.15	-1.57968992968001	4.71869702629099	3.11185395348623e-75	1.68388780597891e-73	AIFM2	84883
ENSG00000169241.19	ENSG00000169241.19	1.87175684192804	6.62034032648417	3.15146150698219e-75	1.70055679865592e-73	SLC50A1	55974
ENSG00000132970.14	ENSG00000132970.14	-2.05154392433317	2.82165177752317	3.29980182259237e-75	1.77564266319887e-73	WASF3	10810
ENSG00000088325.16	ENSG00000088325.16	3.43542580824806	6.21498353951161	4.12365712586453e-75	2.20667059161914e-73	TPX2	22974
ENSG00000221818.9	ENSG00000221818.9	-2.10795022752802	2.51936013777256	6.02191196078862e-75	3.21357169222416e-73	EBF2	64641
ENSG00000122641.11	ENSG00000122641.11	3.50105727633388	6.28872751324632	6.45053438707085e-75	3.43282157822134e-73	INHBA	3624
ENSG00000136011.15	ENSG00000136011.15	-2.72692068640181	0.285542163451606	1.11195700061687e-74	5.90131465327381e-73	STAB2	55576
ENSG00000164318.18	ENSG00000164318.18	-1.68190625836701	3.78338793734713	1.36634627930768e-74	7.23152806127827e-73	EGFLAM	133584
