"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"RP4-802A10.1","Unmatched","","","",""
"RP4-717I23.3","Unmatched","","","",""
"RP11-422P24.10","Unmatched","","","",""
"RP11-428K3.1","Unmatched","","","",""
"RP11-502H18.2","Unmatched","","","",""
"CH17-76K2.6","Unmatched","","","",""
"C1orf132","Previous symbol","MIR29B2CHG","MIR29B2 and MIR29C host gene","HGNC:32018","1q32.2"
"RP5-1061H20.4","Unmatched","","","",""
"RP5-827C21.6","Unmatched","","","",""
"CTB-31O20.9","Unmatched","","","",""
"AC007136.1","Unmatched","","","",""
"CTD-2659N19.9","Unmatched","","","",""
"AC145110.1","Alias symbol","LINC02099","long intergenic non-protein coding RNA 2099","HGNC:52953","8p12"
"RP11-150O12.3","Unmatched","","","",""
"RP11-697N18.4","Unmatched","","","",""
"RP11-10J21.2","Unmatched","","","",""
"AP001172.3","Unmatched","","","",""
"AP001434.2","Unmatched","","","",""
"AP000688.14","Unmatched","","","",""
"RP11-678G15.2","Unmatched","","","",""
"PCNXL2","Previous symbol","PCNX2","pecanex 2","HGNC:8736","1q42.2"
"RP11-561I11.4","Unmatched","","","",""
"ST5","Previous symbol","DENND2B","DENN domain containing 2B","HGNC:11350","11p15.4"
"SEPT11","Previous symbol","SEPTIN11","septin 11","HGNC:25589","4q21.1"
"RP11-220C2.1","Unmatched","","","",""
"RP11-542B15.1","Unmatched","","","",""
"RP11-317N8.4","Unmatched","","","",""
"FAM179B","Previous symbol","TOGARAM1","TOG array regulator of axonemal microtubules 1","HGNC:19959","14q21.2"
"ERO1L","Previous symbol","ERO1A","endoplasmic reticulum oxidoreductase 1 alpha","HGNC:13280","14q22.1"
"RP11-132J14.3","Unmatched","","","",""
"RP11-47I22.2","Unmatched","","","",""
"FLJ22447","Alias symbol","LINC03033","long intergenic non-protein coding RNA 3033","HGNC:44292","14q23"
"RP5-1163L11.2","Unmatched","","","",""
"PCNX","Previous symbol","PCNX1","pecanex 1","HGNC:19740","14q24.2"
"RP5-1021I20.1","Unmatched","","","",""
"AC005519.4","Unmatched","","","",""
"RP11-507K2.3","Unmatched","","","",""
"RP11-33N16.2","Unmatched","","","",""
"MIR381HG","Approved symbol","MIR381HG","MIR381 host gene","HGNC:20136","14q32.31"
"ADSSL1","Previous symbol","ADSS1","adenylosuccinate synthase 1","HGNC:20093","14q32.33"
"RP11-734K21.2","Unmatched","","","",""
"RP11-521D12.2","Unmatched","","","",""
"RP11-320M2.1","Unmatched","","","",""
"AC023137.2","Unmatched","","","",""
"GPR113","Previous symbol","ADGRF3","adhesion G protein-coupled receptor F3","HGNC:18989","2p23.3"
"EPT1","Previous symbol","SELENOI","selenoprotein I","HGNC:29361","2p23.3"
"RP11-490M8.1","Unmatched","","","",""
"RP11-559M23.1","Unmatched","","","",""
"AC007386.2","Alias symbol","LINC02245","long intergenic non-protein coding RNA 2245","HGNC:53134","2p14"
"snoU109","Unmatched","","","",""
"FLJ42351","Unmatched","","","",""
"AC010127.3","Unmatched","","","",""
"MLK7-AS1","Previous symbol","MAP3K20-AS1","MAP3K20 antisense RNA 1","HGNC:27935","2q31.1"
"RP11-451F14.1","Unmatched","","","",""
"AC074286.1","Unmatched","","","",""
"AC007362.3","Unmatched","","","",""
"AC007383.3","Unmatched","","","",""
"AC007879.5","Unmatched","","","",""
"AC007879.6","Unmatched","","","",""
"SEPT2","Previous symbol","SEPTIN2","septin 2","HGNC:7729","2q37.3"
"SEPT2","Alias symbol","SEPTIN6","septin 6","HGNC:15848","Xq24"
"AC005104.3","Unmatched","","","",""
"RP13-631K18.3","Unmatched","","","",""
"RP11-698N11.2","Unmatched","","","",""
"RP11-703H8.7","Unmatched","","","",""
"RP11-864I4.4","Unmatched","","","",""
"RP11-697H9.2","Unmatched","","","",""
"CTD-2655K5.1","Unmatched","","","",""
"RP11-261P13.6","Unmatched","","","",""
"DLEU1-AS1","Approved symbol","DLEU1-AS1","DLEU1 antisense RNA 1","HGNC:50496","13q14.3"
"LA16c-380F5.1","Unmatched","","","",""
"CTD-2135D7.5","Unmatched","","","",""
"CTD-2135D7.4","Unmatched","","","",""
"MKL2","Previous symbol","MRTFB","myocardin related transcription factor B","HGNC:29819","16p13.12"
"CTA-276F8.1","Unmatched","","","",""
"C16orf62","Previous symbol","VPS35L","VPS35 endosomal protein sorting factor like","HGNC:24641","16p12.3"
"RP11-196G11.4","Unmatched","","","",""
"RP11-480G7.2","Unmatched","","","",""
"RP11-3M1.1","Unmatched","","","",""
"RP11-403P17.3","Unmatched","","","",""
"RP11-403P17.5","Unmatched","","","",""
"RP11-96D1.11","Unmatched","","","",""
"AC002044.3","Unmatched","","","",""
"RP11-303E16.9","Unmatched","","","",""
"RP11-184A2.3","Unmatched","","","",""
"LINC00704","Previous symbol","MANCR","mitotically associated long non coding RNA","HGNC:44678","10p15.1"
"FAM208B","Previous symbol","TASOR2","transcription activation suppressor family member 2","HGNC:23484","10p15.1"
"C10orf25","Previous symbol","ZNF22-AS1","ZNF22 antisense RNA 1","HGNC:23509","10q11.21"
"RP11-491H19.1","Unmatched","","","",""
"RP11-436D10.3","Unmatched","","","",""
"ATP5G1P7","Previous symbol","ATP5MC1P7","ATP synthase membrane subunit c locus 1 pseudogene 7","HGNC:39510","10q22.1"
"RP11-152N13.16","Unmatched","","","",""
"FAM213A","Previous symbol","PRXL2A","peroxiredoxin like 2A","HGNC:28651","10q23.1"
"RP11-416N2.3","Unmatched","","","",""
"KIAA1598","Previous symbol","SHTN1","shootin 1","HGNC:29319","10q25.3"
"RP11-45A17.3","Unmatched","","","",""
"RP11-448G15.1","Unmatched","","","",""
"RP11-431M7.3","Unmatched","","","",""
"RP11-177C12.1","Unmatched","","","",""
"RP11-571L19.7","Unmatched","","","",""
"AC138782.1","Unmatched","","","",""
"CTB-51E13.1","Unmatched","","","",""
"RP11-130C6.1","Unmatched","","","",""
"RP11-184M15.1","Unmatched","","","",""
"RP11-371F15.3","Unmatched","","","",""
"RP11-18H21.1","Unmatched","","","",""
"KIAA0922","Previous symbol","TMEM131L","transmembrane 131 like","HGNC:29146","4q31.3"
"RP11-597D13.2","Unmatched","","","",""
"CTB-133G6.2","Unmatched","","","",""
"CTD-3137H5.5","Unmatched","","","",""
"CTD-2527I21.4","Unmatched","","","",""
"CTD-2527I21.5","Unmatched","","","",""
"SPACA6P","Previous symbol","SPACA6","sperm acrosome associated 6","HGNC:27113","19q13.41"
"RP11-470M17.2","Unmatched","","","",""
"RP11-360L9.8","Unmatched","","","",""
"C8orf46","Previous symbol","VXN","vexin","HGNC:28498","8q13.1"
"RP11-347C18.3","Unmatched","","","",""
"KB-1615E4.2","Unmatched","","","",""
"KB-1615E4.3","Unmatched","","","",""
"RP11-422N16.3","Unmatched","","","",""
"RP11-174I12.2","Unmatched","","","",""
"FAM49B","Previous symbol","CYRIB","CYFIP related Rac1 interactor B","HGNC:25216","8q24.21"
"RP11-61L19.2","Unmatched","","","",""
"RP11-9E17.1","Unmatched","","","",""
"RP11-712P20.2","Unmatched","","","",""
"RP11-850A17.1","Unmatched","","","",""
"RP11-35G9.5","Unmatched","","","",""
"RP11-405M12.3","Unmatched","","","",""
"RP11-667K14.13","Unmatched","","","",""
"RP11-333E1.1","Unmatched","","","",""
"RP1-4G17.5","Unmatched","","","",""
"AC087163.3","Unmatched","","","",""
"RP11-209D14.4","Unmatched","","","",""
"AC010761.9","Unmatched","","","",""
"TMEM99","Previous symbol","KRT10-AS1","KRT10 antisense RNA 1","HGNC:28305","17q21.2"
"RP11-1079K10.3","Unmatched","","","",""
"RP11-81K2.1","Unmatched","","","",""
"RP11-1079K10.2","Unmatched","","","",""
"RP11-1079K10.1","Unmatched","","","",""
"PHB","Previous symbol","PHB1","prohibitin 1","HGNC:8912","17q21.33"
"RP11-60A24.3","Unmatched","","","",""
"SEPT9","Previous symbol","SEPTIN9","septin 9","HGNC:7323","17q25.3"
"RP11-219G17.6","Unmatched","","","",""
"RP11-1055B8.1","Unmatched","","","",""
"CTD-2118P12.1","Unmatched","","","",""
"CTC-436P18.1","Unmatched","","","",""
"RP11-83M16.6","Unmatched","","","",""
"CTD-2235C13.2","Unmatched","","","",""
"CTD-2235C13.3","Unmatched","","","",""
"AC008592.8","Unmatched","","","",""
"AC008592.4","Unmatched","","","",""
"AC008592.5","Unmatched","","","",""
"RP11-395C3.1","Unmatched","","","",""
"MARCH3","Previous symbol","MARCHF3","membrane associated ring-CH-type finger 3","HGNC:28728","5q23.2"
"LINC01184","Previous symbol","SLC12A2-DT","SLC12A2 divergent transcript","HGNC:49565","5q23.3"
"RP1-247F3.1","Unmatched","","","",""
"AC034220.3","Unmatched","","","",""
"RP11-44B19.1","Unmatched","","","",""
"AC026202.3","Unmatched","","","",""
"RP11-536I6.2","Unmatched","","","",""
"FAM208A","Previous symbol","TASOR","transcription activation suppressor","HGNC:30314","3p14.3"
"LINC01212","Previous symbol","SAMMSON","survival associated mitochondrial melanoma specific oncogenic non-coding RNA","HGNC:49644","3p13"
"PTPLB","Previous symbol","HACD2","3-hydroxyacyl-CoA dehydratase 2","HGNC:9640","3q21.1"
"RP11-933H2.4","Unmatched","","","",""
"RP11-438D8.2","Unmatched","","","",""
"RP11-379F4.1","Unmatched","","","",""
"RP11-114M1.2","Unmatched","","","",""
"RP11-91K9.1","Unmatched","","","",""
"LINC00969","Previous symbol","MIR570HG","MIR570 host gene","HGNC:53743","3q29"
"AC124944.3","Unmatched","","","",""
"RP5-1159O4.2","Unmatched","","","",""
"RP5-1159O4.1","Unmatched","","","",""
"AC003075.4","Unmatched","","","",""
"AC004549.6","Unmatched","","","",""
"RP4-777O23.1","Unmatched","","","",""
"AC005154.6","Alias symbol","GARS1-DT","GARS1 divergent transcript","HGNC:48951","7p14.3"
"C7orf69","Previous symbol","PKD1L1-AS1","PKD1L1 antisense RNA 1","HGNC:21911","7p12.3"
"AC005076.5","Unmatched","","","",""
"CTB-13L3.1","Unmatched","","","",""
"RP11-440E5.1","Unmatched","","","",""
"RP11-667F14.1","Unmatched","","","",""
"AC073130.3","Unmatched","","","",""
"AC006159.4","Unmatched","","","",""
"LINC01510","Previous symbol","COMETT","cytosolic oncogenic antisense to MET transcript","HGNC:51196","7q31.2"
"RP11-155G14.1","Unmatched","","","",""
"RP4-813F11.3","Unmatched","","","",""
"C20orf194","Previous symbol","DNAAF9","dynein axonemal assembly factor 9","HGNC:17721","20p13"
"RP5-1116H23.3","Unmatched","","","",""
"RP11-103J8.1","Unmatched","","","",""
"RP1-122P22.2","Unmatched","","","",""
"RP1-122P22.4","Unmatched","","","",""
"RP4-738P15.6","Unmatched","","","",""
"RP5-965G21.3","Unmatched","","","",""
"RP11-243J16.7","Unmatched","","","",""
"RP5-963E22.6","Unmatched","","","",""
"RP11-346D14.1","Unmatched","","","",""
"CTD-2033D15.2","Unmatched","","","",""
"RP11-37C7.3","Unmatched","","","",""
"SRP14-AS1","Previous symbol","SRP14-DT","SRP14 divergent transcript","HGNC:48619","15q15.1"
"GATM-AS1","Entry withdrawn","GATM-AS1","","HGNC:27073",""
"RP11-325E5.1","Unmatched","","","",""
"RP11-519C12.1","Unmatched","","","",""
"RP11-745A24.1","Unmatched","","","",""
"RP11-554D20.1","Unmatched","","","",""
"RP11-244F12.3","Unmatched","","","",""
"RP11-543G18.1","Unmatched","","","",""
"RP11-351M8.1","Unmatched","","","",""
"EFTUD1","Previous symbol","EFL1","elongation factor like GTPase 1","HGNC:25789","15q25.2"
"RP11-298E2.2","Unmatched","","","",""
"TMEM2","Previous symbol","CEMIP2","cell migration inducing hyaluronidase 2","HGNC:11869","9q21.13"
"PSMD5-AS1","Previous symbol","CUTALP","cutA divalent cation tolerance like, pseudogene","HGNC:27367","9q33.2"
"RP11-162D16.2","Unmatched","","","",""
"RP11-379C10.1","Unmatched","","","",""
"CCBL1","Previous symbol","KYAT1","kynurenine aminotransferase 1","HGNC:1564","9q34.11"
"RP1-80N2.3","Unmatched","","","",""
"RP1-80N2.4","Unmatched","","","",""
"RP11-239H6.2","Unmatched","","","",""
"RP3-522P13.2","Unmatched","","","",""
"LRRC16A","Previous symbol","CARMIL1","capping protein regulator and myosin 1 linker 1","HGNC:21581","6p22.2"
"RP1-261G23.4","Unmatched","","","",""
"RP1-261G23.5","Unmatched","","","",""
"AIM1","Previous symbol","CRYBG1","crystallin beta-gamma domain containing 1","HGNC:356","6q21"
"LACE1","Previous symbol","AFG1L","AFG1 like ATPase","HGNC:16411","6q21"
"RP11-367G18.1","Unmatched","","","",""
"RP1-86D1.5","Unmatched","","","",""
"CTA-31J9.2","Unmatched","","","",""
"RP11-356I2.4","Unmatched","","","",""
"RP11-162J8.3","Unmatched","","","",""
"MLLT4","Previous symbol","AFDN","afadin, adherens junction formation factor","HGNC:7137","6q27"
"AF127936.7","Unmatched","","","",""
"AP001439.2","Unmatched","","","",""
"AP000230.1","Unmatched","","","",""
"RP4-539M6.20","Unmatched","","","",""
"RP4-539M6.21","Unmatched","","","",""
"MKL1","Previous symbol","MRTFA","myocardin related transcription factor A","HGNC:14334","22q13.1-q13.2"
"RP6-109B7.5","Unmatched","","","",""
"RP6-109B7.2","Unmatched","","","",""
"RP11-885B4.1","Unmatched","","","",""
"RP4-816N1.1","Unmatched","","","",""
"RP11-664D1.1","Unmatched","","","",""
"RP11-434C1.2","Unmatched","","","",""
"RP11-474P2.5","Unmatched","","","",""
"RP11-96H19.1","Unmatched","","","",""
"RP11-474P2.4","Unmatched","","","",""
"RP11-474P2.6","Unmatched","","","",""
"RP11-793H13.12","Unmatched","","","",""
"RP11-81H14.2","Unmatched","","","",""
"RP11-585P4.5","Alias symbol","GLIPR1-AS1","GLIPR1 antisense RNA 1","HGNC:56075","12q21.2"
"RP11-202G11.2","Unmatched","","","",""
"NACAP3","Previous symbol","NACAP8","NACA pseudogene 8","HGNC:49490","12q22"
"RP11-887P2.5","Unmatched","","","",""
"CCDC53","Previous symbol","WASHC3","WASH complex subunit 3","HGNC:24256","12q23.2"
"RP11-554E23.4","Unmatched","","","",""
"RP11-650K20.3","Unmatched","","","",""
"RP11-144F15.1","Unmatched","","","",""
"RP1-267L14.6","Unmatched","","","",""
"RP1-267D11.1","Unmatched","","","",""
"RP1-267D11.6","Unmatched","","","",""
"RP11-463O12.5","Unmatched","","","",""
"RP11-282O18.3","Unmatched","","","",""
"RP11-282O18.7","Unmatched","","","",""
"RP11-83B20.1","Unmatched","","","",""
"SNORA7","Unmatched","","","",""
"RP11-149B9.2","Unmatched","","","",""
"CXorf57","Previous symbol","RADX","RPA1 related single stranded DNA binding protein, X-linked","HGNC:25486","Xq22.3"
"CTA-215D11.4","Unmatched","","","",""
"RP5-1126H10.2","Unmatched","","","",""
"RP5-1056L3.1","Unmatched","","","",""
"MINOS1","Previous symbol","MICOS10","mitochondrial contact site and cristae organizing system subunit 10","HGNC:32068","1p36.13"
"MINOS1-NBL1","Previous symbol","MICOS10-NBL1","MICOS10-NBL1 readthrough","HGNC:48338","1p36.13"
"RP11-132G19.3","Unmatched","","","",""
"RP4-534N18.2","Unmatched","","","",""
"LINC01137","Previous symbol","ZC3H12A-DT","ZC3H12A divergent transcript","HGNC:49453","1p34.3"
"RP5-864K19.4","Unmatched","","","",""
"RP5-864K19.7","Unmatched","","","",""
"RP5-1066H13.4","Unmatched","","","",""
"NRD1","Previous symbol","NRDC","nardilysin convertase","HGNC:7995","1p32.3"
"RP5-1024G6.9","Unmatched","","","",""
"RP11-67L3.5","Unmatched","","","",""
"RP11-67L3.4","Unmatched","","","",""
"RP11-145M4.3","Unmatched","","","",""
"LPHN2","Previous symbol","ADGRL2","adhesion G protein-coupled receptor L2","HGNC:18582","1p31.1"
"RP11-148B18.4","Unmatched","","","",""
"RP11-148B18.3","Unmatched","","","",""
"RP11-366L18.1","Unmatched","","","",""
"RP4-639F20.1","Unmatched","","","",""
"RP4-575N6.4","Unmatched","","","",""
"RP11-159M11.2","Unmatched","","","",""
"RP11-350G8.5","Alias symbol","IL6R-AS1","IL6R antisense RNA 1","HGNC:53716","1q21.3"
"RP11-307C12.11","Alias symbol","DCST1-AS1","DCST1 antisense RNA 1","HGNC:41147","1q21.3"
"RP11-474I16.8","Unmatched","","","",""
"RP11-456P18.2","Unmatched","","","",""
"RP11-359K18.3","Unmatched","","","",""
"RP1-127D3.4","Unmatched","","","",""
"RP1-45C12.1","Unmatched","","","",""
"RP11-296O14.3","Unmatched","","","",""
"TROVE2","Previous symbol","RO60","Ro60, Y RNA binding protein","HGNC:11313","1q31.2"
"RP11-553K8.5","Unmatched","","","",""
"RP11-74C13.4","Unmatched","","","",""
"RP11-15I11.3","Unmatched","","","",""
"MARC2","Previous symbol","MTARC2","mitochondrial amidoxime reducing component 2","HGNC:26064","1q41"
"RP11-145A3.1","Unmatched","","","",""
"RP11-145A3.2","Unmatched","","","",""
"RP4-799G3.2","Unmatched","","","",""
"RP5-1061H20.5","Unmatched","","","",""
"RP4-781K5.2","Unmatched","","","",""
"RP11-107F6.3","Unmatched","","","",""
"CTA-221G9.12","Unmatched","","","",""
"RP11-597D13.1","Unmatched","","","",""
"KIAA1257","Previous symbol","CFAP92","cilia and flagella associated protein 92 (putative)","HGNC:29231","3q21.3"
"RP11-479I16.2","Unmatched","","","",""
"RP11-378J18.6","Unmatched","","","",""
"RP11-626G11.6","Unmatched","","","",""
"CTD-2015H6.3","Unmatched","","","",""
"RP11-485M7.2","Unmatched","","","",""
"RP4-785G19.5","Unmatched","","","",""
"RP11-106E7.1","Unmatched","","","",""
"RP11-272P10.2","Unmatched","","","",""
"RP11-112J3.16","Unmatched","","","",""
"RP11-138E2.1","Unmatched","","","",""
"PRR31","Previous symbol","LINC02692","long intergenic non-protein coding RNA 2692","HGNC:18147","9q34.3"
"RP11-96D1.9","Unmatched","","","",""
"RP11-67A1.4","Unmatched","","","",""
"AE000661.36","Unmatched","","","",""
"KIAA0247","Previous symbol","SUSD6","sushi domain containing 6","HGNC:19956","14q24.1"
"RP5-1021I20.8","Unmatched","","","",""
"AC012370.2","Unmatched","","","",""
"KIAA1211L","Previous symbol","CRACDL","CRACD like","HGNC:33454","2q11.2"
"AC010884.1","Unmatched","","","",""
"AC093911.1","Unmatched","","","",""
"RP11-775J23.2","Unmatched","","","",""
"RP11-423E7.2","Unmatched","","","",""
"RP11-706D8.3","Unmatched","","","",""
"MFSD7","Previous symbol","SLC49A3","solute carrier family 49 member 3","HGNC:26177","4p16.3"
"RP11-539L10.2","Unmatched","","","",""
"AC093323.1","Unmatched","","","",""
"GAFA3","Unmatched","","","",""
"RP11-629B11.5","Unmatched","","","",""
"RP11-701P16.2","Unmatched","","","",""
"CTB-113I20.2","Unmatched","","","",""
"RP11-373N22.3","Unmatched","","","",""
"RP5-965G21.4","Unmatched","","","",""
"RP5-965G21.5","Unmatched","","","",""
"RP11-234K24.3","Unmatched","","","",""
"RP3-453C12.14","Unmatched","","","",""
"RP11-83J16.3","Unmatched","","","",""
"RP11-37C7.1","Unmatched","","","",""
"PTPLAD1","Previous symbol","HACD3","3-hydroxyacyl-CoA dehydratase 3","HGNC:24175","15q22.31"
"RP11-382A20.5","Unmatched","","","",""
"RP11-156K13.1","Unmatched","","","",""
"RP11-420B22.2","Unmatched","","","",""
"RP11-51J9.5","Unmatched","","","",""
"CTD-3118D11.3","Unmatched","","","",""
"RP11-483M24.2","Unmatched","","","",""
"RP11-10N16.2","Unmatched","","","",""
"RP5-968P14.2","Unmatched","","","",""
"RP11-84A19.4","Unmatched","","","",""
"KIAA1324","Previous symbol","ELAPOR1","endosome-lysosome associated apoptosis and autophagy regulator 1","HGNC:29618","1p13.3"
"RP11-74C1.2","Unmatched","","","",""
"RP11-574F21.2","Unmatched","","","",""
"RP11-465N4.4","Unmatched","","","",""
"DIEXF","Previous symbol","UTP25","UTP25 small subunit processome component","HGNC:28440","1q32.2"
"ADCK3","Previous symbol","COQ8A","coenzyme Q8A","HGNC:16812","1q42.13"
"CTD-2516F10.4","Unmatched","","","",""
"RP5-916O11.2","Unmatched","","","",""
"ATP5L","Previous symbol","ATP5MG","ATP synthase membrane subunit g","HGNC:14247","11q23.3"
"RP11-770J1.5","Unmatched","","","",""
"RP1-37M3.8","Unmatched","","","",""
"RP11-1136G11.8","Unmatched","","","",""
"GNN","Unmatched","","","",""
"RP11-343K8.3","Unmatched","","","",""
"RP11-453A12.1","Unmatched","","","",""
"AC006028.11","Unmatched","","","",""
"AC006026.13","Unmatched","","","",""
"AC005154.8","Unmatched","","","",""
"AC006960.5","Unmatched","","","",""
"MARCH5","Previous symbol","MARCHF5","membrane associated ring-CH-type finger 5","HGNC:26025","10q23.32-q23.33"
"OBFC1","Previous symbol","STN1","STN1 subunit of CST complex","HGNC:26200","10q24.33"
"RP11-298J20.4","Unmatched","","","",""
"RP1-80N2.2","Unmatched","","","",""
"DOPEY1","Previous symbol","DOP1A","DOP1 leucine zipper like protein A","HGNC:21194","6q14.1"
"RP1-257C22.2","Unmatched","","","",""
"RP11-156K23.3","Unmatched","","","",""
"RP11-121A14.2","Unmatched","","","",""
"AC005355.2","Unmatched","","","",""
"ACA59","Alias symbol","SNORA59B","small nucleolar RNA, H/ACA box 59B","HGNC:32658","17p11.2"
"ACA59","Alias symbol","SNORA59A","small nucleolar RNA, H/ACA box 59A","HGNC:32653","1p36.21"
"RP11-151N17.1","Unmatched","","","",""
"SGK223","Alias symbol","PRAG1","PEAK1 related, kinase-activating pseudokinase 1","HGNC:25438","8p23.1"
"CTD-2525P14.5","Unmatched","","","",""
